311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
805186,54470,WwW0bh9cXtyl4ruIKjlAqg,HSoKTWnsu7f3yvywWvBQ4w,4
805186,1634,WwW0bh9cXtyl4ruIKjlAqg,-YR7K3rw6VAQ1-MjslvsoQ,2
805186,51430,WwW0bh9cXtyl4ruIKjlAqg,GQxpWDw3MuCwAMV9BA-62w,1
805186,41916,WwW0bh9cXtyl4ruIKjlAqg,DE_ctc1KSo7937A-kVBsEQ,4
805186,180002,WwW0bh9cXtyl4ruIKjlAqg,x52yXO5HwDq_BpGRyPhJxQ,1
805186,60568,WwW0bh9cXtyl4ruIKjlAqg,JWjL6WTeEIdGN0vOGNO9pQ,2
805186,74932,WwW0bh9cXtyl4ruIKjlAqg,OQ2QdaD0StfptJXv15KSkw,3
805186,11161,WwW0bh9cXtyl4ruIKjlAqg,2r6UD7ExSMrK0LGeglquDA,2
805186,105747,WwW0bh9cXtyl4ruIKjlAqg,YpnvKqeVD7dqZ9Mr0SGw6A,5
805186,135856,WwW0bh9cXtyl4ruIKjlAqg,i3MWkfRgwqPYMKyL9Mk_Pg,1
805186,46712,WwW0bh9cXtyl4ruIKjlAqg,Er2XAYN8l1BadlYFwiPb9g,4
805186,11844,WwW0bh9cXtyl4ruIKjlAqg,355zerURpj4IMs2no238_A,4
805186,55414,WwW0bh9cXtyl4ruIKjlAqg,HmOsUTXGc3QhRBTyL4Pmig,4
805186,159949,WwW0bh9cXtyl4ruIKjlAqg,qDbVUkKMLtRqSDcKgLTx1A,5
805186,61826,WwW0bh9cXtyl4ruIKjlAqg,Jx5h4nIbANB4KDrb5l_v4w,1
805186,60642,WwW0bh9cXtyl4ruIKjlAqg,JY9MHa3PdjIYp_D7E4GAIw,3
805186,101145,WwW0bh9cXtyl4ruIKjlAqg,XHnE__Oec_KDfGTJ7jrIpg,4
805186,132464,WwW0bh9cXtyl4ruIKjlAqg,gugN1sgyheBJ6aKtNcv_gQ,5
805186,106176,WwW0bh9cXtyl4ruIKjlAqg,YyvpjiXO_lQuZxn6wqoPJw,2
805186,41455,WwW0bh9cXtyl4ruIKjlAqg,D4BWyStFZzA7k8hqDmnyFw,5
805186,113902,WwW0bh9cXtyl4ruIKjlAqg,a_tpGkXwqqC_ZeIp59V7Sw,2
805186,142956,WwW0bh9cXtyl4ruIKjlAqg,kTSMcCQry0cW9uPtVqMGYw,4
805186,136250,WwW0bh9cXtyl4ruIKjlAqg,iBihgoxc6Ot7m2D4D3z0QA,4
805186,65767,WwW0bh9cXtyl4ruIKjlAqg,LHyj66waFlDcw9UToo27JQ,4
805186,158911,WwW0bh9cXtyl4ruIKjlAqg,pshiKbFYbE2P5dkXa0FVgg,5
805186,144555,WwW0bh9cXtyl4ruIKjlAqg,l0WauZ92kRg9bu2oxHj4TQ,3
805186,182488,WwW0bh9cXtyl4ruIKjlAqg,xvcGZGoLwWpmDMMY1VN-OA,5
805186,133613,WwW0bh9cXtyl4ruIKjlAqg,hINfDEJ2sAp19-Ebp8NoQQ,4
805186,182792,WwW0bh9cXtyl4ruIKjlAqg,y1VInN5m3RbHU59kiQbmxA,4
805186,118933,WwW0bh9cXtyl4ruIKjlAqg,cHdJXLlKNWixBXpDwEGb_A,4
805186,79224,WwW0bh9cXtyl4ruIKjlAqg,Przkeh1xJn-xwJWK95ceUw,4
805186,74077,WwW0bh9cXtyl4ruIKjlAqg,O8sBSjxL8hQbA41lKtcoJg,5
805186,153802,WwW0bh9cXtyl4ruIKjlAqg,o8AZ7uHNU8tS-KLwCdPICw,4
805186,119534,WwW0bh9cXtyl4ruIKjlAqg,cUGFEQOu3_VsOpbvHGx8ZQ,5
805186,97999,WwW0bh9cXtyl4ruIKjlAqg,WBt2pa7k_K2LKW2OJuXG9Q,4
805186,144742,WwW0bh9cXtyl4ruIKjlAqg,l4pAkHCVUKAcDvo-iNSbYA,5
805186,51179,WwW0bh9cXtyl4ruIKjlAqg,GLVahCssTKPBY_06LzUGQA,5
805186,9516,WwW0bh9cXtyl4ruIKjlAqg,2Gh1Etnpn_BDy72hOXmCtg,3
805186,182982,WwW0bh9cXtyl4ruIKjlAqg,y5X2nO5i_rlqOwwUETwd1Q,3
805186,148772,WwW0bh9cXtyl4ruIKjlAqg,mRazvR_U11rLacnSM6vDBw,1
805186,99854,WwW0bh9cXtyl4ruIKjlAqg,WpzRURptZ2FIxBmJMl4MXA,5
805186,158255,WwW0bh9cXtyl4ruIKjlAqg,peH054eonSBTLLC5aFOQ0g,5
805186,26958,WwW0bh9cXtyl4ruIKjlAqg,8CRXSMiyTR9DOMOdrTDRUw,4
805186,106774,WwW0bh9cXtyl4ruIKjlAqg,ZBJm85DMnmTCRRHD9x4Ydw,4
805186,185316,WwW0bh9cXtyl4ruIKjlAqg,ysv6yhVYOoH9Pf7PlMyD0g,5
805186,171193,WwW0bh9cXtyl4ruIKjlAqg,u6biYZCSOwyQ-WmXqQbbQA,4
805186,8344,WwW0bh9cXtyl4ruIKjlAqg,1qwkbN3wu3AGDxMTXVz2gA,5
805186,65226,WwW0bh9cXtyl4ruIKjlAqg,L6ZPG8lO1tMGmHimSjuEMg,4
805186,149651,WwW0bh9cXtyl4ruIKjlAqg,mj_E2SThbggt-FyUaE1DQg,5
805186,178246,WwW0bh9cXtyl4ruIKjlAqg,wTjvgkUJMVWrYed9mXdQjg,5
805602,30023,Wxdbgo6iOXqlBpXK0uMhaw,9H6crpi5M05v7Eny-KV8AA,1
805602,32567,Wxdbgo6iOXqlBpXK0uMhaw,A71qH8j6c1P_iPvY-q9cVg,1
805963,97504,WyeDWhTYwtEGSvkXWhn-aQ,W1Vn2G1disKO52jHARIZMA,4
805963,52565,WyeDWhTYwtEGSvkXWhn-aQ,GmdujALb1Nq2RHGr7jhCaA,4
805963,42245,WyeDWhTYwtEGSvkXWhn-aQ,DLw9rK8Qb6l7ESgxtR47qQ,4
805963,52122,WyeDWhTYwtEGSvkXWhn-aQ,GdgGAINCqMXqcuKd2nKEBg,5
805963,37034,WyeDWhTYwtEGSvkXWhn-aQ,BbOx9i_kDJBnE9K2hyqBTg,4
805963,173375,WyeDWhTYwtEGSvkXWhn-aQ,upB0RQl-l529IVwgOpwOQQ,5
805963,172319,WyeDWhTYwtEGSvkXWhn-aQ,uUEKndnFbHD8mVkGiirtpA,4
805963,157111,WyeDWhTYwtEGSvkXWhn-aQ,pH0BLkL4cbxKzu471VZnuA,5
805963,149385,WyeDWhTYwtEGSvkXWhn-aQ,me17NOULVwu40AdKGYHIaQ,4
805963,2781,WyeDWhTYwtEGSvkXWhn-aQ,-wCtRhzWJ40Z4F8mmg7kWg,4
805963,11772,WyeDWhTYwtEGSvkXWhn-aQ,33Tr0eRki1Yamzleu4GMdw,5
805963,90428,WyeDWhTYwtEGSvkXWhn-aQ,Tefx_N6A6nrsdj4jHHnbYg,4
805963,119354,WyeDWhTYwtEGSvkXWhn-aQ,cQNGkOyCvnIqs78vO8SGJQ,4
805963,108321,WyeDWhTYwtEGSvkXWhn-aQ,ZhLSAiRj9kANxf8m2SBfRA,5
805963,32006,WyeDWhTYwtEGSvkXWhn-aQ,9vkVY5puIHRfKMgJB4LBnw,1
805963,142885,WyeDWhTYwtEGSvkXWhn-aQ,kRgAf6j2y1eR0wOFdzFAuw,4
805963,2783,WyeDWhTYwtEGSvkXWhn-aQ,-wDNRL4lm1UgeFLG9KcrjQ,5
806696,154885,X-X_PkVVBdFmkorywxGk_w,oWHZtv98YyKvSennjtBuAA,3
806696,181739,X-X_PkVVBdFmkorywxGk_w,xfCgxY_SQfzxFsQjNiLJEQ,5
807115,126703,X0hAuuV745q7iDhI2NJaeg,ewmTwsZqCHH2gvCeDKz0dw,5
807115,60605,X0hAuuV745q7iDhI2NJaeg,JXTlt-mRrQoE2_gfijhp4g,2
807431,119177,X1ZaHqXFKA1PiYbyUzfJnw,cMoAyO10kXgzNEGSnUUjCA,5
807997,8967,X37qDdPcuXmx49KwuwUogw,24MgaUT4TWO3_kZQlBu8sw,1
808103,163875,X3O1y4uhs0gQpiCnFmaDAw,r_BrIgzYcwo1NAuG9dLbpg,4
808103,18012,X3O1y4uhs0gQpiCnFmaDAw,5BFkc4QkZL3QCCL4nijleA,3
808103,181737,X3O1y4uhs0gQpiCnFmaDAw,xfB9-BQ7JKtPy99KRz5niQ,2
808103,141687,X3O1y4uhs0gQpiCnFmaDAw,k1lSQ4VIqEn36UL1zkb3dw,3
808103,123497,X3O1y4uhs0gQpiCnFmaDAw,dqD1Q5FEMvFR6L0nH48Xjw,4
808103,187439,X3O1y4uhs0gQpiCnFmaDAw,zbxKm7iGUcgZ0d6oNWEO0Q,3
808103,133923,X3O1y4uhs0gQpiCnFmaDAw,hPTx2Y5e4Czbr21XcbDN8g,4
808103,16924,X3O1y4uhs0gQpiCnFmaDAw,4o44QUD0cJefPD0s_1he0A,3
808103,186069,X3O1y4uhs0gQpiCnFmaDAw,z9SjyM0Ixr1ud8zI7Y93-A,4
808103,132744,X3O1y4uhs0gQpiCnFmaDAw,h-OIbmg9vR8VC7fXUJw75w,4
808103,167688,X3O1y4uhs0gQpiCnFmaDAw,stfKVcGqGnFu18OPUoIj7w,1
808103,55069,X3O1y4uhs0gQpiCnFmaDAw,He_4k_w_8bjWnoepahS2zw,3
808770,83481,X5C-TNgsckI82oMEluct4g,RJNAeNA-209sctUO0dmwuA,4
808770,180643,X5C-TNgsckI82oMEluct4g,xI8GXDAdJcPX5dIP0acBvw,5
808770,102650,X5C-TNgsckI82oMEluct4g,XmsBtCykUtObXg4Q1mYpvg,5
808770,142732,X5C-TNgsckI82oMEluct4g,kOUnvmGamiw90BfmthoQGg,5
808770,7001,X5C-TNgsckI82oMEluct4g,1Os0g2rh6I50ZIXEZSaNkA,5
808770,173966,X5C-TNgsckI82oMEluct4g,v14P9-vB1yjxFfFEYEWudw,5
808770,22074,X5C-TNgsckI82oMEluct4g,6Z75MVEou08v513A8DUbpw,5
808770,8776,X5C-TNgsckI82oMEluct4g,2-su3xdxOvyF0_2GZN4FLw,4
809490,66521,X7Ekd_cSTpyWW5-jJKVwnQ,LYgAf_vpMQU6JqBcTXg-Sw,5
809490,16378,X7Ekd_cSTpyWW5-jJKVwnQ,4cPRznhtVzBMq0ePOD2Zvw,5
809490,178528,X7Ekd_cSTpyWW5-jJKVwnQ,wZukjLaf1V2dLRQap_Zriw,5
809490,97894,X7Ekd_cSTpyWW5-jJKVwnQ,W9y-Bl9030-rmfxSTmUD_g,5
809490,31142,X7Ekd_cSTpyWW5-jJKVwnQ,9d_eZEMaU7RLteMi9BnkKQ,1
809490,130067,X7Ekd_cSTpyWW5-jJKVwnQ,g4VsFPvLu17iPmARzlEdXQ,5
809490,109691,X7Ekd_cSTpyWW5-jJKVwnQ,_9vGmNrEcLWFOnUzeUdfag,5
809750,673,X82AI5u_JmtwvgGqCgcavQ,-DnaKAs2oK3rXfrjSvn9ew,5
809956,122235,X8dDYSX_xwK3-91g_qWyWA,dRDLwXHFLsMgpVMxNIRIiQ,5
812168,174892,XEqQG61fetXhuEV9RPslIA,vLWBeaYYtUKumqjdZD5LNA,4
812168,101882,XEqQG61fetXhuEV9RPslIA,XXW_OFaYQkkGOGniujZFHg,4
812168,43996,XEqQG61fetXhuEV9RPslIA,Dxaz8OxaadecnWol18kAtw,5
812168,93051,XEqQG61fetXhuEV9RPslIA,UYh1N1xQhOh-a7nX92xPzQ,4
812168,71193,XEqQG61fetXhuEV9RPslIA,N8ArHOgRDI8wOJIOZaEHyg,5
812380,49200,XFK17KA_S--g2a_wrgl5nw,Ffzhzidm9OesdEzR-MLuwg,5
812660,155506,XG8l6-AZKkBsyvDUzvDC-w,ojGCRzEym2W3tSTo69fhxA,5
812660,30003,XG8l6-AZKkBsyvDUzvDC-w,9GcGGlZdm4wAUzXztG3Lzw,5
812660,55631,XG8l6-AZKkBsyvDUzvDC-w,HquzxaAEIBBV4-T4xFhJyw,5
812660,69651,XG8l6-AZKkBsyvDUzvDC-w,MatGnwADyILP8utonlTWDg,1
812660,185580,XG8l6-AZKkBsyvDUzvDC-w,yydyoWCY3LJYlPwVLKbJ3Q,1
812660,36116,XG8l6-AZKkBsyvDUzvDC-w,BIMICEFM917JQwi5l4q6Gw,5
812660,62753,XG8l6-AZKkBsyvDUzvDC-w,KGS8NdjkMzrS_BoBTo5nBA,5
812660,176050,XG8l6-AZKkBsyvDUzvDC-w,vjlnj2qGXOQrLVLaCCF_mw,5
812660,138957,XG8l6-AZKkBsyvDUzvDC-w,j6bsyQv1QLT1evlCq9_1IA,5
813154,71225,XHZ-VuOVfWyeVfhQ0wEcqg,N8uKQ5Vdb1LAh-qXT_25Rg,5
813154,37238,XHZ-VuOVfWyeVfhQ0wEcqg,BgQ5ob0QiZfO5YbgI7VyFw,3
813154,44250,XHZ-VuOVfWyeVfhQ0wEcqg,E25-2ssHwsajyGtsllMXaA,5
813154,86465,XHZ-VuOVfWyeVfhQ0wEcqg,SKhV8mF40RcsGrJjkuEwvw,4
813154,92177,XHZ-VuOVfWyeVfhQ0wEcqg,UFvLouGNq5q3w-0Ud_HP7w,4
813154,11569,XHZ-VuOVfWyeVfhQ0wEcqg,3-6biVwm7VwPZ-k67jml-Q,5
813154,3715,XHZ-VuOVfWyeVfhQ0wEcqg,0FUtlsQrJI7LhqDPxLumEw,4
813154,27720,XHZ-VuOVfWyeVfhQ0wEcqg,8SwMaPL6AJIs1ZPSZ3NJ4w,5
813154,107390,XHZ-VuOVfWyeVfhQ0wEcqg,ZO2-nQjKZBoZUSOzJb4CUQ,4
813154,83230,XHZ-VuOVfWyeVfhQ0wEcqg,RESDUcs7fIiihp38-d6_6g,5
813154,126865,XHZ-VuOVfWyeVfhQ0wEcqg,f-7sTbx8u7c9t1-r_Fdoow,4
813154,29146,XHZ-VuOVfWyeVfhQ0wEcqg,8zN3nV0zbtE377_XhlvabA,5
813154,160982,XHZ-VuOVfWyeVfhQ0wEcqg,q_6f6QpPBn9v3C4clUot2g,4
813154,136000,XHZ-VuOVfWyeVfhQ0wEcqg,i5vxtyiHKYnRcJ0p9N7mLw,4
813154,85439,XHZ-VuOVfWyeVfhQ0wEcqg,RztX0zV7ObHZD08SDUhI0Q,4
813154,72988,XHZ-VuOVfWyeVfhQ0wEcqg,NlymcSxDnjtCLyGvmMoyFg,5
813154,674,XHZ-VuOVfWyeVfhQ0wEcqg,-Dnh48f029YNugtMKkkI-Q,5
813154,15043,XHZ-VuOVfWyeVfhQ0wEcqg,49a8mRB-MB-9JBEVjzK2BQ,5
813154,112177,XHZ-VuOVfWyeVfhQ0wEcqg,a19a59qthJCAGBVGozRvmw,4
813154,162478,XHZ-VuOVfWyeVfhQ0wEcqg,r5PLDU-4mSbde5XekTXSCA,5
813154,72330,XHZ-VuOVfWyeVfhQ0wEcqg,NXT94mdw1KWadc3q0u0KYg,4
813154,186916,XHZ-VuOVfWyeVfhQ0wEcqg,zRn21C-gM2JOC6W8KoqVgQ,5
813154,136694,XHZ-VuOVfWyeVfhQ0wEcqg,iLLzOJLU4tPAN9UUHlyZiQ,5
813154,78726,XHZ-VuOVfWyeVfhQ0wEcqg,PhElwQ6lpRg8EpWF3xLLiA,5
813154,123835,XHZ-VuOVfWyeVfhQ0wEcqg,dxvsOCvRPnHB6P3IN-KDuw,5
813154,115038,XHZ-VuOVfWyeVfhQ0wEcqg,axi57Y3h5c8BxM1Xyj0KBw,3
813154,93346,XHZ-VuOVfWyeVfhQ0wEcqg,Ue4wtaeyhPKvdkXlULimCw,5
813154,30028,XHZ-VuOVfWyeVfhQ0wEcqg,9HDU4onlEZU27fUbF-m7wA,4
813154,87698,XHZ-VuOVfWyeVfhQ0wEcqg,SkG_g2OXQENIojm0Gz6YJg,3
813154,143318,XHZ-VuOVfWyeVfhQ0wEcqg,k_TFJp2S1W1l1Op6v5uUYQ,5
813154,142885,XHZ-VuOVfWyeVfhQ0wEcqg,kRgAf6j2y1eR0wOFdzFAuw,4
813154,82306,XHZ-VuOVfWyeVfhQ0wEcqg,QuybD_bJcAB2CHcpTfREYg,5
813154,167961,XHZ-VuOVfWyeVfhQ0wEcqg,szlK9dJSHeSACNYFO9tfwg,4
813364,101841,XI6tXGUd8yeIkQvBONWeWA,XWTPNfskXoUL-Lf32wSk0Q,1
816050,175514,XPGDhy8iOJ7qHVbauflQ2w,vYoWzMD6k8YoN8H4fRFDQQ,5
817427,796,XT3wNmSZY0IKVENb0xsmxQ,-GOsHrWPC0meDRgkCEgC8w,2
817470,8826,XTCt2EdyHSXZ5fYfOsbsbg,211CZ8QL7SrdW2UGMgHEUQ,5
818105,46928,XUtC8WX5q56M_pqkHn_DAA,EveFgxNoHkrs8ncSjkoINA,1
818105,49766,XUtC8WX5q56M_pqkHn_DAA,FsCujpVh9Za2Dl5MIYLCxA,5
818148,57571,XV-NZLHJ3fArhaqiqY6pmQ,IWN2heYitkg-D4UdqfxcMA,1
818148,106004,XV-NZLHJ3fArhaqiqY6pmQ,Yv2hfGhK4-6tkwpmMCOgSw,5
818148,114208,XV-NZLHJ3fArhaqiqY6pmQ,agGJSdMTRrkA6VrYMbC-SQ,5
818148,51983,XV-NZLHJ3fArhaqiqY6pmQ,Gaq3S9lmjXVcuDCZ8ulppw,3
818451,8895,XVmDx4uIIm_-_VuPwlDlpw,22LyWivLY_y_b3ohASfP2Q,5
818566,82337,XW4PmFYOHQfeCcSUDeFntg,Qvjy0HpGCLM7XBZjNeMc3w,1
818820,172278,XWh7Y9ORL3Hgi3XHTlhqSA,uTBm1BXwhdUcLJy2-IIQTA,1
818943,79303,XX-Fb9I5UQIyVjVIyLELKg,Pthe4qk5xh4n-ef-9bvMSg,5
819253,155114,XXqqXVF_SfYDheuAfXTjCg,oa52t2Nfb7sOCqJE5M5hzg,5
819514,46208,XY_AneygStmiPlVJbVEl9Q,EgtyW19V-64c6PmRuvzSEA,5
819611,32983,XYnaLpyHCoYp-vXOxoPK7A,AFgPDQm_pczo5uV3yQBgwg,5
819740,151287,XZ7dy-eU4qWj6dHjMplpdg,nIroO3-n_GqxlUMvhNjxEQ,5
820684,161651,Xah_grKQ5g2aEFbtQlpcMg,qnn9E-e9orYf_wK37yLTYw,1
820796,168567,Xb-dGi0iPSNz4qtEDLm8Sw,tCD-odgmeesvzUfkIOiqBw,4
820796,178399,Xb-dGi0iPSNz4qtEDLm8Sw,wXXqG4igJeJwL9o5sjyMXQ,5
820796,35811,Xb-dGi0iPSNz4qtEDLm8Sw,BBFg2FmyimjiR27jO0dpQg,1
820796,121602,Xb-dGi0iPSNz4qtEDLm8Sw,dD6JQo5tCNtOtauaLaT0sg,5
820796,67195,Xb-dGi0iPSNz4qtEDLm8Sw,Llm_iXzE0-8_XKwI2e4JdA,5
820796,169264,Xb-dGi0iPSNz4qtEDLm8Sw,tSv2nS4IaRsvMrPci3g1Ug,5
820796,179629,Xb-dGi0iPSNz4qtEDLm8Sw,wxRWW55QRUmwXvoVtsOefg,4
820796,99834,Xb-dGi0iPSNz4qtEDLm8Sw,WpZkK951tqHONywmKLmhQw,2
820796,134066,Xb-dGi0iPSNz4qtEDLm8Sw,hSbCSR7F8HAwfoZcm0jpww,1
820796,142602,Xb-dGi0iPSNz4qtEDLm8Sw,kL-ewcgP_Qbakdf1afIqIA,5
820796,44823,Xb-dGi0iPSNz4qtEDLm8Sw,EDXAuLL-tbnAA_PZRsnxGw,5
820796,177673,Xb-dGi0iPSNz4qtEDLm8Sw,wHq1efQVz17338k_aUOX3w,3
820796,140773,Xb-dGi0iPSNz4qtEDLm8Sw,jikNKow2DF2M5QtEWgqHWw,5
820796,30361,Xb-dGi0iPSNz4qtEDLm8Sw,9NaZIhfRPkxRJn1eA9zrTA,3
820796,176210,Xb-dGi0iPSNz4qtEDLm8Sw,vn5Ebwy-IdtJ6PQE6y7vaA,2
820796,167956,Xb-dGi0iPSNz4qtEDLm8Sw,szhJLmdLDVFTevm8fu0T4A,3
820796,181945,Xb-dGi0iPSNz4qtEDLm8Sw,xjmj7drN7tMeS5SO3rqwag,5
820796,172416,Xb-dGi0iPSNz4qtEDLm8Sw,uWYzS46xqA_YA1D1INgbEQ,5
820796,149844,Xb-dGi0iPSNz4qtEDLm8Sw,mnwRtuVQEsIUomBchu0gwg,5
820796,139854,Xb-dGi0iPSNz4qtEDLm8Sw,jQsNFOzDpxPmOurSWCg1vQ,2
820796,31734,Xb-dGi0iPSNz4qtEDLm8Sw,9qGnuoT91dg8WtVGVMbWAQ,2
820796,49750,Xb-dGi0iPSNz4qtEDLm8Sw,FrgRdfulQLpPRRVCk6A55g,5
820796,187647,Xb-dGi0iPSNz4qtEDLm8Sw,zfmLt7AK03Q5QrzUFKCuaA,1
820796,53896,Xb-dGi0iPSNz4qtEDLm8Sw,HGNOaHmKpW1ajuAVCpA1yg,4
820796,9392,Xb-dGi0iPSNz4qtEDLm8Sw,2DUdvdQE8FOxCHHp59HHzw,5
820796,173115,Xb-dGi0iPSNz4qtEDLm8Sw,ujnkGDJvDHiq7hT4tl8xxQ,5
820796,81158,Xb-dGi0iPSNz4qtEDLm8Sw,QX9_WcbCLE9IG_Aig-1Rwg,5
820796,52106,Xb-dGi0iPSNz4qtEDLm8Sw,GdPWJo3z4ySEXpF7Wkn3FA,3
820796,16558,Xb-dGi0iPSNz4qtEDLm8Sw,4gXdyihRiytmXEAfqLNMBw,5
820796,134502,Xb-dGi0iPSNz4qtEDLm8Sw,havUcqU5tH0zorHxCxGj8A,1
820796,121406,Xb-dGi0iPSNz4qtEDLm8Sw,d8QVDNLn7rSzyLadD72JIQ,5
820796,41015,Xb-dGi0iPSNz4qtEDLm8Sw,CvonRhKDJaH155xhtpz_iw,2
820796,29363,Xb-dGi0iPSNz4qtEDLm8Sw,93FNDjCBsdbKkUoh3UVS4g,5
820796,79231,Xb-dGi0iPSNz4qtEDLm8Sw,Ps5kdt-BC9zahJasErkd5Q,2
820796,146563,Xb-dGi0iPSNz4qtEDLm8Sw,lhWpC9uGAyFus5BQYsyL6g,5
820796,127875,Xb-dGi0iPSNz4qtEDLm8Sw,fKlr9qNoV37WQJwQ826POg,5
820796,65675,Xb-dGi0iPSNz4qtEDLm8Sw,LGEIsxeJQATo9J1IA-TEdA,5
820796,1997,Xb-dGi0iPSNz4qtEDLm8Sw,-fSW_9x8c_wTm1zS4dz3rw,5
820796,103536,Xb-dGi0iPSNz4qtEDLm8Sw,Y590rdOrmBf-jW9Vmn9Uyg,3
820796,122220,Xb-dGi0iPSNz4qtEDLm8Sw,dQrDogW_V4fB83vTTAP5eA,3
820796,674,Xb-dGi0iPSNz4qtEDLm8Sw,-Dnh48f029YNugtMKkkI-Q,4
820796,121739,Xb-dGi0iPSNz4qtEDLm8Sw,dGL86QPuTDZBu0P7XvrIKw,5
820796,36116,Xb-dGi0iPSNz4qtEDLm8Sw,BIMICEFM917JQwi5l4q6Gw,5
820796,63463,Xb-dGi0iPSNz4qtEDLm8Sw,KVaR0vF-7q36VvdU7-9clg,3
820796,156117,Xb-dGi0iPSNz4qtEDLm8Sw,owRpTuIch1DGwbt4Wwl1NQ,2
820796,86380,Xb-dGi0iPSNz4qtEDLm8Sw,SIyWuK96ql4m7cFh9ScPMg,1
820796,156511,Xb-dGi0iPSNz4qtEDLm8Sw,p3l7Q7-UpwqpxTdD86dMWA,4
820796,60296,Xb-dGi0iPSNz4qtEDLm8Sw,JR2ma-JU1CO_xVD_p5-RPw,4
820796,188277,Xb-dGi0iPSNz4qtEDLm8Sw,ztP466jMUMtqLwwHqXbk9w,2
820796,119121,Xb-dGi0iPSNz4qtEDLm8Sw,cLHbD1Ess2Uk1HYZbhEPsQ,5
820796,87387,Xb-dGi0iPSNz4qtEDLm8Sw,SdO1UHwE8Rjz3Pz2lBUa5w,5
820796,28957,Xb-dGi0iPSNz4qtEDLm8Sw,8v7V-gBgUf_J9ZmJDnvC2Q,5
820796,24049,Xb-dGi0iPSNz4qtEDLm8Sw,7EOWPk1rTJrJY2RAaMfNkA,3
820796,87416,Xb-dGi0iPSNz4qtEDLm8Sw,Se63tFm5tLlO5wuUlyww8Q,2
820796,187385,Xb-dGi0iPSNz4qtEDLm8Sw,zaczw0lMSefftLJZTnPFtQ,1
820796,48794,Xb-dGi0iPSNz4qtEDLm8Sw,FYa3GUro-ezTM9zvKiocFw,5
820796,184275,Xb-dGi0iPSNz4qtEDLm8Sw,yXj1P-pc6CGDFSta-45L5Q,5
820796,162768,Xb-dGi0iPSNz4qtEDLm8Sw,rBov6r5SySep-XMYayAITQ,2
820796,115041,Xb-dGi0iPSNz4qtEDLm8Sw,axlEGhs-ZaTxLx-HsyJSeA,1
820796,185804,Xb-dGi0iPSNz4qtEDLm8Sw,z38AL1If2XDQhxh3Ioan3A,1
820796,138957,Xb-dGi0iPSNz4qtEDLm8Sw,j6bsyQv1QLT1evlCq9_1IA,5
820796,163080,Xb-dGi0iPSNz4qtEDLm8Sw,rIhu4bA2CmSicOSJmTpGug,5
820796,21287,Xb-dGi0iPSNz4qtEDLm8Sw,6Hms20LzxGWY0dsb4ue_JA,5
820796,119737,Xb-dGi0iPSNz4qtEDLm8Sw,cYwJA2A6I12KNkm2rtXd5g,5
820796,147754,Xb-dGi0iPSNz4qtEDLm8Sw,m63NTcEP4p43ZvXnmPuNjA,5
820796,141054,Xb-dGi0iPSNz4qtEDLm8Sw,jp6NZTHMprQiH2GdpS1_XQ,5
820796,32357,Xb-dGi0iPSNz4qtEDLm8Sw,A2eA3LRbptrexCGw8fu67Q,5
820796,12137,Xb-dGi0iPSNz4qtEDLm8Sw,3BYLel7hPVEXzzVSHHEwHA,5
821728,176714,XdV0691irWptCltBj3X8IQ,vyEetoXzGq9vBTWpOu85pQ,5
821934,52370,Xe-Z7QsnjFuTovAj1lujKw,GiqQniByPQZJcwU6yvlgeQ,5
821934,142870,Xe-Z7QsnjFuTovAj1lujKw,kROYR_6mVfg9WgJ7z1HOSA,2
821934,144144,Xe-Z7QsnjFuTovAj1lujKw,ks8XsTMTungCk-HUtZleYg,5
821934,58823,Xe-Z7QsnjFuTovAj1lujKw,Iw9k29FJCZ0fC68oxK1NtA,1
821973,12515,Xe5T7hq0mE8NB98EGTI-oA,3Jq5LfJ5fmJ5KmuA6VHmzw,5
822547,5059,Xfdc4K_WSxTlvU3dBoA6Rg,0ihQJhd_-nUP1p01NBDjLQ,5
822547,187332,Xfdc4K_WSxTlvU3dBoA6Rg,z_dSEPKwDL9Vtw1LrAAHWQ,5
822547,138832,Xfdc4K_WSxTlvU3dBoA6Rg,j43ruZbchY5sEm6h2TiwIw,2
822547,58147,Xfdc4K_WSxTlvU3dBoA6Rg,IhBiHpjqJP01qX1dCxG9-A,5
822547,128273,Xfdc4K_WSxTlvU3dBoA6Rg,fT6Uwl6abRQfiNgxre_qbg,5
822547,32946,Xfdc4K_WSxTlvU3dBoA6Rg,AF-N6i0XCJRPFFOZKp1Pnw,5
822547,56110,Xfdc4K_WSxTlvU3dBoA6Rg,I0f12eU-xFn6Kd_4H57jrQ,5
822668,90462,XfykJw2NDmKpRux1M4bhIA,TfbHsUq-ZlQVAmb_Y79rIg,4
822723,95253,Xg5vys-gyHRmq9yExHO3qQ,VHZPbCbIPHEkKOotdCTiow,3
822723,40542,Xg5vys-gyHRmq9yExHO3qQ,Cm-BH_7VPLP63FdI9ML6vA,4
822723,178728,Xg5vys-gyHRmq9yExHO3qQ,wdOOK3K6vzQy1d_OIk-U9w,5
822723,42781,Xg5vys-gyHRmq9yExHO3qQ,DXn79Dzv8kpsMcNNKZHuRA,4
822723,165998,Xg5vys-gyHRmq9yExHO3qQ,sJBem81QF7l_43aF7xtLYQ,2
